Case Id,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight
Case 4352,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4353,1,¡,¢¢¥¥£¤,¢£¤,0.5,0.75,0.0
Case 4354,1,¡,¢­£,¢£¤,0.33333333333333337,0.5,0.0
Case 4355,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4359,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4361,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 4365,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4369,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4370,1,§,¥¥,¡¢£¤,0.0,0.0,0.0
Case 4371,1,¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 438,1,¡,¢­¥£¤,¢£¤,0.6,0.6,0.0
Case 4383,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4385,1,¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 4389,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 4394,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4396,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4398,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 4407,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 441,1,¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 4410,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 4415,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4417,1,¡,¥££¤,¢£¤,0.5,0.5,0.0
Case 4419,1,¡,¥£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 4421,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4422,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4423,1,¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 4424,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4426,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4431,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4456,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 446,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4463,1,¡,¢¦¦¬¬­¦£,¢£¤,0.125,0.33333333333333326,0.0
Case 4465,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4469,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 447,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4478,1,¡,¢¥¢£¤,¢£¤,0.6,0.75,0.0
Case 4485,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4487,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4501,1,¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 4506,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4511,1,¡,¢­££¤,¢£¤,0.6,0.75,0.0
Case 4530,1,¡,¡£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 4532,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4535,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4537,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4544,1,¡,¢£,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 4558,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 456,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 4563,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 4575,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 46,1,¡,¢¢¥£¤,¢£¤,0.6,0.75,0.0
Case 467,1,¡,¢¥¢­£¤,¢£¤,0.5,0.6,0.0
Case 470,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 474,1,¡,¡¡¢¥£¤,¢£¤,0.5,0.6,0.0
Case 478,1,¡,¡¢¥£¤,¢£¤,0.6,0.6,0.0
Case 480,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 483,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 484,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 487,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 496,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 498,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 502,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 503,1,¡,¢¦­£¤,¢£¤,0.6,0.6,0.0
Case 504,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 506,1,¡,¢­£¤,¢£¤,0.75,0.75,0.0
Case 507,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 520,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 523,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 525,1,¡,¡¢¥¥,¢£¤,0.25,0.19999999999999996,0.0
Case 527,1,¡,¥¡¡¢£¤,¢£¤,0.5,0.6,0.0
Case 529,1,¡,¥¥£¤,¢£¤,0.5,0.5,0.0
Case 530,1,¡,¢¥¥¥£¤,¢£¤,0.5,0.75,0.0
Case 532,1,¡,¢£¢¥£¤,¢£¤,0.5,0.75,0.0
Case 533,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 54,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 553,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 554,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 557,1,¢,£¤,£¤,1.0,1.0,0.0
Case 558,1,¡,¢¢£¤,¢£¤,0.75,1.0,0.0
Case 559,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 566,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 575,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 58,1,¡,¦­£¤,¢£¤,0.5,0.4,0.0
Case 593,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 594,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 595,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 603,1,¡,¢££¤,¢£¤,0.75,1.0,0.0
Case 606,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 622,1,¡,¢¦£¤,¢£¤,0.75,0.75,0.0
Case 624,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 626,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 63,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 630,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 631,1,¢,¥¢¥£¤,£¤,0.4,0.5,0.0
Case 638,1,¡,¢¥¢¥£¤,¢£¤,0.5,0.75,0.0
Case 639,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 645,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 65,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 656,1,¡,¢¥££¤,¢£¤,0.6,0.75,0.0
Case 664,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 676,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 679,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 685,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 69,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 691,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 696,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 7,1,¡,¡¡¢£¤,¢£¤,0.6,0.75,0.0
Case 701,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 708,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 728,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 73,1,¡,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 732,1,¡,¦¢¦­®«£¤,¢£¤,0.375,0.4285714285714286,0.0
Case 747,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 755,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 757,1,¡,¢­¥£¤,¢£¤,0.6,0.6,0.0
Case 769,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 77,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 775,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 780,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 782,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 79,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 80,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 805,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 807,1,¡,­£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 809,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 82,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 821,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 824,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 825,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 826,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 829,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 83,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 831,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 839,1,¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 841,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 845,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 849,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 856,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 868,1,¡,¢¦£¤,¢£¤,0.75,0.75,0.0
Case 875,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 876,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 881,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 89,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 894,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 901,1,¡,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 906,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 910,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 911,1,¡,¢¢£¤,¢£¤,0.75,1.0,0.0
Case 930,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 939,1,¡,¢¥¥£¤,¢£¤,0.6,0.75,0.0
Case 949,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 951,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 954,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 959,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 961,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 962,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 963,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 964,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 97,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 979,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 980,1,¡,¡£¤,¢£¤,0.6666666666666667,0.5,0.0
Case 984,1,¢,£¤,£¤,1.0,1.0,0.0
Case 986,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 988,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 989,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 998,1,¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 999,1,¡,¢£¤,¢£¤,1.0,1.0,0.0
Case 1,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 100,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1001,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1007,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1010,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1017,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1019,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1023,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1026,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1027,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1043,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 105,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1054,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1057,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 106,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 107,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1070,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1075,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1079,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1087,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1088,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1096,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1101,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1102,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1104,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1109,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1110,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1111,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1112,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1113,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1116,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1122,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1124,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1129,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 114,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1142,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1144,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1145,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 115,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1156,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1159,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1164,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1169,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1176,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1179,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1185,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1193,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 12,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1210,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1221,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1235,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1238,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1239,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1246,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1250,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 1254,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1261,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 1269,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1272,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1275,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 129,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1290,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1292,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1299,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 13,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1301,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1303,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1304,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1305,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1309,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 131,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1313,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1314,2,¡¢,¥¦£¤,£¤,0.5,0.5,0.0
Case 1315,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1318,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1319,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1323,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1327,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1330,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1332,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1338,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1356,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1358,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1364,2,¡¢,¥­­£¤,£¤,0.4,0.5,0.0
Case 1366,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1371,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1375,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1384,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1386,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1387,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1388,2,¡¢,¥­­£¤,£¤,0.4,0.5,0.0
Case 1393,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1396,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1397,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1398,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 140,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1407,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1409,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1420,2,¡¢,¥¨£¤,£¤,0.5,0.5,0.0
Case 143,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1432,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1433,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 144,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1441,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1445,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1449,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 145,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1450,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1451,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1457,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1460,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1464,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1465,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1466,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 147,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1471,2,¡¢,¥­£¤,£¤,0.5,0.5,0.0
Case 1478,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1484,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1487,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1495,2,¡¢,¥­­£¤,£¤,0.4,0.5,0.0
Case 15,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1500,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1501,2,¢¥,£¤,£¤,1.0,1.0,0.0
Case 1506,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1507,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1509,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1510,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1519,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1535,2,¡¥,£¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 154,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1543,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1553,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 156,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1562,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1570,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1571,2,¡¢,¥¥¥¥¥,£¤,0.0,0.0,0.0
Case 1574,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1577,2,§¡,¡¢£¤,¢£¤,0.75,0.75,0.0
Case 1580,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1587,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1603,2,¡£,£¤,¤,0.5,0.5,0.0
Case 1604,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1605,2,¡¢,¢¥£¤,£¤,0.5,0.5,0.0
Case 1609,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1610,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1615,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1650,2,¡¦,¦¬¬­£¤,¢£¤,0.33333333333333337,0.33333333333333326,0.0
Case 1655,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1658,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1663,2,¡£,¤,¤,1.0,1.0,0.0
Case 1664,2,¢£,¤,¤,1.0,1.0,0.0
Case 1671,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1674,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1675,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1679,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1681,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1682,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 169,2,¡£,¤,¤,1.0,1.0,0.0
Case 1691,2,§¡,¢¥£¤,¢£¤,0.75,0.75,0.0
Case 1697,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1704,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1709,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1711,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1718,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1723,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1730,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1735,2,¡­,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1746,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1754,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1760,2,¡¢,£¢¥¢£¤,£¤,0.33333333333333337,0.5,0.0
Case 1761,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1764,2,¡­,££¤,¢£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1771,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1772,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1776,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1777,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1787,2,¡¢,¥¥££¤,£¤,0.4,0.6666666666666666,0.0
Case 1788,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1791,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1792,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1795,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 1799,2,¡¢,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
Case 18,2,¡¢,££¤,£¤,0.6666666666666667,1.0,0.0
Case 1812,2,¡¢,£¤,£¤,1.0,1.0,0.0
Case 1813,2,¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.0
