Case ID,Prefix length,Trace Prefix Act,Ground truth,Predicted,Damerau-Levenshtein,Jaccard,Weight,Compliance
Case 4082,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4084,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4106,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4107,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 412,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4127,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 414,3,¡¡¢,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4145,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4147,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4149,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4154,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4156,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4160,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4161,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4162,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4165,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4172,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4183,3,¡­£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4185,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4187,3,¡¢¥,¢¥,£¤,0.0,0.0,0.5,Satisfied
Case 4194,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4197,3,¡¡¡,¢£¤,¢£¤,1.0,1.0,0.5,Satisfied
Case 4206,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 421,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4212,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4241,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4255,3,¡¢£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 4257,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4259,3,¡¢¢,£¤,££¤,0.6666666666666667,1.0,0.5,Satisfied
Case 4268,3,¢¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4269,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 427,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4282,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4300,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4301,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4324,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4325,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4326,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 433,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4332,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4337,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4338,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.5,Satisfied
Case 4348,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 435,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4351,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4352,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4353,3,¡¢¢,¥¥£¤,££¤,0.5,0.6666666666666666,0.5,Satisfied
Case 4354,3,¡¢­,£,£¤,0.5,0.5,0.5,Satisfied
Case 4355,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4359,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4361,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4365,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4369,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4371,3,¡££,¤,¤,1.0,1.0,0.5,Satisfied
Case 438,3,¡¢­,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4383,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4385,3,¡¡¢,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4389,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4394,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4396,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4398,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.5,Satisfied
Case 4407,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 441,3,¢££,¤,¤,1.0,1.0,0.5,Satisfied
Case 4410,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4415,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4417,3,¡¥£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 4419,3,¡¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4421,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4422,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4423,3,¡¡¢,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4424,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4426,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4431,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4456,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 446,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4463,3,¡¢¦,¦¬¬­¦£,£¤,0.0,0.19999999999999996,0.5,Satisfied
Case 4465,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4469,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4478,3,¡¢¥,¢£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4485,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4487,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4501,3,¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 4506,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4511,3,¡¢­,££¤,£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 4530,3,¡¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4535,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4537,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4558,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 456,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 4563,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 4575,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 46,3,¡¢¢,¥£¤,££¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 467,3,¡¢¥,¢­£¤,£¤,0.5,0.5,0.5,Satisfied
Case 470,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 474,3,¡¡¡,¢¥£¤,¢£¤,0.75,0.75,0.5,Satisfied
Case 478,3,¡¡¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 480,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 483,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 484,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 487,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 496,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 498,3,¡¢£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 502,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 503,3,¡¢¦,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 504,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 506,3,¡¢­,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 507,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 520,3,¡¢£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 523,3,¢¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 525,3,¡¡¢,¥¥,£¤,0.0,0.0,0.5,Satisfied
Case 527,3,¡¥¡,¡¢£¤,¢¢£¤,0.75,0.75,0.5,Satisfied
Case 529,3,¡¥¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 530,3,¡¢¥,¥¥£¤,£¤,0.5,0.6666666666666666,0.5,Satisfied
Case 532,3,¡¢£,¢¥£¤,¤,0.25,0.25,0.5,Satisfied
Case 533,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 54,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 553,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 558,3,¡¢¢,£¤,££¤,0.6666666666666667,1.0,0.5,Satisfied
Case 559,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 566,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.5,Satisfied
Case 575,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 58,3,¡¦­,£¤,¢¥£¤,0.5,0.5,0.5,Satisfied
Case 593,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 594,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 595,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 603,3,¡¢£,£¤,¤,0.5,0.5,0.5,Satisfied
Case 606,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 622,3,¡¢¦,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 624,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 626,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 63,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 630,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 631,3,¢¥¢,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 638,3,¡¢¥,¢¥£¤,£¤,0.5,0.5,0.5,Satisfied
Case 639,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 645,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 65,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 656,3,¡¢¥,££¤,£¤,0.6666666666666667,1.0,0.5,Satisfied
Case 664,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 676,3,¢¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 679,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 685,3,¢¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 69,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 691,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 696,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 7,3,¡¡¡,¢£¤,¢£¤,1.0,1.0,0.5,Satisfied
Case 701,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 708,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 728,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 732,3,¡¦¢,¦­®«£¤,£¤,0.33333333333333337,0.33333333333333326,0.5,Satisfied
Case 747,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 755,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 757,3,¡¢­,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 769,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 77,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 775,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 780,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 782,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 79,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 80,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 805,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 807,3,¡­£,¤,¤,1.0,1.0,0.5,Satisfied
Case 809,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 82,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 821,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 824,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 825,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 826,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 829,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 83,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 831,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 839,3,¢¥£,¤,¤,1.0,1.0,0.5,Satisfied
Case 841,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 845,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 849,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 856,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 868,3,¡¢¦,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 875,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 876,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 881,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 89,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 894,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 901,3,¡££,¤,¤,1.0,1.0,0.5,Satisfied
Case 906,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 910,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 911,3,¡¢¢,£¤,££¤,0.6666666666666667,1.0,0.5,Satisfied
Case 930,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 939,3,¡¢¥,¥£¤,£¤,0.6666666666666667,0.6666666666666666,0.5,Satisfied
Case 949,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 951,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 954,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 959,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 961,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 962,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 963,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 964,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 97,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 979,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 980,3,¡¡£,¤,¤,1.0,1.0,0.5,Satisfied
Case 986,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 988,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 989,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 998,3,¡¢¥,£¤,£¤,1.0,1.0,0.5,Satisfied
Case 999,3,¡¢£,¤,¤,1.0,1.0,0.5,Satisfied
Case 1,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 100,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1001,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1007,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1010,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1017,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1019,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1023,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1026,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1027,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1043,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 105,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1054,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1057,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 106,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 107,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1070,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1075,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1079,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1087,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1088,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1096,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1101,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1102,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1104,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1109,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1110,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1111,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1112,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1113,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1116,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1122,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1124,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1129,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 114,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1142,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1144,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1145,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 115,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1156,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1159,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1164,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1169,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1176,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1179,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1185,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1193,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 12,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1210,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1221,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1235,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1238,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1239,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1246,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1250,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1254,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1261,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1269,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1272,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1275,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 129,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1290,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1292,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1299,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 13,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1301,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1303,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1304,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1305,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1309,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 131,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1313,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1314,3,¡¢¥,¦£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1315,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1318,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1319,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1323,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1327,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1330,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1332,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1338,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1356,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1358,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1364,3,¡¢¥,­­£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 1366,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1371,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1375,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1384,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1386,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1387,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1388,3,¡¢¥,­­£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 1393,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1396,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1397,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1398,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 140,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1407,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1409,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1420,3,¡¢¥,¨£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 143,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1432,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1433,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 144,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1441,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1445,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1449,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 145,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1450,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1451,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1457,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1460,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1464,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1465,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1466,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 147,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1471,3,¡¢¥,­£¤,£¤,0.6666666666666667,0.6666666666666666,0.6,Satisfied
Case 1478,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1484,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1487,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1495,3,¡¢¥,­­£¤,£¤,0.5,0.6666666666666666,0.6,Satisfied
Case 15,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1500,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1501,3,¢¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1506,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1507,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1509,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1510,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1519,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1535,3,¡¥£,¤,¤,1.0,1.0,0.6,Satisfied
Case 154,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1543,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1553,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 156,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1562,3,¡¢¥,£¤,£¤,1.0,1.0,0.6,Satisfied
Case 1570,3,¡¢£,¤,¤,1.0,1.0,0.6,Satisfied
Case 1571,3,¡¢¥,¥¥¥¥,£¤,0.0,0.0,0.6,Satisfied
